sentence,date
Productivity Resurgence and Its CausesWhat underlies the resurgence in U.S. productivity growth?,2006-08-31
Explanations of the rise in productivity growth since about 1995 have evolved somewhat over time.,2006-08-31
"By 2000 or so, an emerging consensus held that the pickup in productivity growth was, for the most part, the product of both rapid technological progress and increased investment in new information and communication technologies (IT) during the 1990s (see Jorgenson and Stiroh, 2000, and Oliner and Sichel, 2000).",2006-08-31
"According to this view, developments in IT promoted U.S. productivity growth in two ways.",2006-08-31
"First, technological advances allowed the IT-producing sectors themselves to exhibit rapid productivity growth.",2006-08-31
Both the more-rapid pace of production and the higher average quality of output raised productivity at Intel as well as at competing firms that were forced to keep pace.,2006-08-31
"Second, advances in information technology also promoted productivity growth outside the IT-producing sector, as firms in a wide range of industries expanded their investments in high-tech equipment and software and used the new technologies to reduce costs and increase quality.",2006-08-31
"Some large retailers, for example, developed IT-based tools to improve the management of their supply chains and to increase their responsiveness to changes in the level and mix of customer demands.",2006-08-31
Securities brokers and dealers achieved substantial productivity gains by automating their trading processes and their back-office operations.,2006-08-31
"One study (Stiroh, 2002) found that a majority of U.S. industries experienced an acceleration of productivity in the latter part of the 1990s.",2006-08-31
"Undoubtedly, the IT revolution and the resurgence of productivity in the United States after 1995 were closely connected.",2006-08-31
"However, the technology-based explanation of increased productivity growth does raise a couple of puzzles (see, for example, McKinsey and Company, 2001 and 2005, and Basu and others, 2003).",2006-08-31
"Yet, with a few exceptions, the available data show that productivity growth in other advanced countries has not increased to the extent seen in the United States.",2006-08-31
"Second, as I have noted, productivity growth increased very rapidly earlier this decade and has continued to rise at a solid pace, even though IT investment declined sharply after the stock prices of high-tech firms plummeted in 2000.",2006-08-31
"More generally, as a historical matter, increases in IT investment have not always been followed in short order by increases in productivity growth.",2006-08-31
"This observation raises the question of why, in some cases, the putative productivity benefits of investments in new technologies do not occur until years after those investments are made.",2006-08-31
In regard to the first puzzle--the fact that the United States has enjoyed greater productivity growth in recent years than other advanced countries--the comparison with Europe is particularly interesting.,2006-08-31
"Throughout most of the post-World War II period, productivity growth in Europe exceeded that in the United States, at first because of the rapid gains during the postwar reconstruction and then later because of a gradual convergence of European technology and business practices to American standards.",2006-08-31
"By one estimate, European productivity increased from 44 percent of the U.S. level in 1950 to near-equality with the United States by 1995 (Gordon, 2004 and 2006).",2006-08-31
"However, the available data suggest that, since about 1995, productivity growth in European nations has slowed, on average, in contrast to the pickup experienced in the United States.",2006-08-31
"These trends have led to an increasing divergence in productivity levels in the United States and Europe (see van Ark and Inklaar, 2005).",2006-08-31
"Researchers have made the important point that differences in productivity growth between the United States and Europe appear not to have been particularly large in the IT-producing sectors, where U.S. strengths in the development of computers and semiconductors have been partly offset by European leadership in communications.",2006-08-31
Differences in economic policies and systems likely have accounted for some of the differences in the performance of productivity.,2006-08-31
"One leading explanation for the strong U.S. productivity growth is that labor markets in the United States tend to be more flexible and competitive, market characteristics that have allowed the United States to realize greater economic benefits from new technologies.",2006-08-31
"For example, some economists have argued that restrictions on land use and on shopping hours in Europe have impeded the development of ""big box"" retail outlets, reducing competition and denying European firms the economies of scale that have been important for productivity growth in the retail sector in the United States (Gordon, 2004).",2006-08-31
"Also, although it is not a feature unique to the United States, the increasing degree of openness of our economy to trade and foreign investment and the consequent exposure of U.S. companies to the rigors of international as well as domestic competition, may have promoted productivity growth.2 As a leading example, productivity gains in U.S. manufacturing--which is particularly subject to international competition--have been especially impressive in recent years, averaging, by one measure, about 6 percent per year over the past decade.3 A number of other explanations have been advanced for the relatively stronger performance of productivity in the United States in recent years, including international differences in management practices, the depth and sophistication of U.S. capital markets, more favorable attitudes toward competition and entrepreneurship in the United States, and the role of U.S. research universities in fostering innovation.4 Further study of national productivity differentials clearly is warranted.",2006-08-31
"The second productivity puzzle relates to the further acceleration in productivity that occurred earlier in this decade despite the decline in IT investment after 2000 and the rather modest recovery in recent years.5 Again, a number of explanations have been proposed, including business restructuring and an even more rapid pace of technical change and of the diffusion of technological advances.",2006-08-31
"It is interesting, however, that the recent episode is not the first time that we have seen productivity improvements lagging well behind investments in new technology.",2006-08-31
"Notably, computers were first commercialized in the 1950s, and personal computers began to come into widespread use in the early 1980s; but until the mid-1990s, these developments had little evident effect on measures of productivity.",2006-08-31
"Indeed, an oft-quoted quip by economist Robert Solow held that, as of the late 1980s, ""computers are everywhere except in the productivity statistics.""",2006-08-31
"In attempting to explain the tendency of productivity growth to lag behind investments in new technologies, economists have emphasized that much more than the purchase of new high-tech equipment is needed to achieve significant gains in productivity.",2006-08-31
"Case studies of individual industries show that the planning for technological modernization has not always been adequate, with the result that some purchases of high-tech equipment and software have not added much to productivity or profits.",2006-08-31
"Second, firmsâ€™ need to invest in intangible capital--and thus to divert resources from the production of market goods or services--helps to explain why measured output and productivity may decline or grow slowly during the period after firms adopt new technologies.",2006-08-31
"Finally, the concept of intangible capital may shed light on the puzzle of why productivity growth has remained strong despite the deceleration in IT investment.",2006-08-31
"Because investments in high-tech capital typically require complementary investments in intangible capital for productivity gains to be realized, the benefits of high-tech investment may become visible only after an extended period during which firms are making the necessary investments in intangibles.",2006-08-31
"Longer-Term Prospects for Productivity GrowthHistorical analyses of the sources of fluctuations in productivity growth are challenging, but not nearly so challenging as trying to predict how productivity will evolve in the future.",2006-08-31
"However, because the rate of productivity growth is a primary determinant of economic performance, policymakers have few options other than to try to forecast future gains in productivity.",2006-08-31
"For example, estimates of long-term productivity growth are needed to determine the rate of output growth that the economy can sustain in the long run without generating inflationary pressures.",2006-08-31
"The task of trying to predict the behavior of productivity in the medium-to-long run is complicated by the fact that productivity growth generally varies with the business cycle, tending to be below its longer-term trend when the economy is contracting and above that trend when the economy is in the early stages of an expansion (see Basu and Fernald, 2001, for a discussion).",2006-08-31
"(This well-documented pattern makes the strong growth of productivity during the early part of this decade, a period that featured a recession and generally slow growth, all the more remarkable.)",2006-08-31
Economists use statistical methods to try to abstract from cyclical influences to determine the longer-term trend in productivity.,2006-08-31
"As of a couple of years ago, the consensus among leading researchers was that productivity in the nonfarm business sector was likely to grow at about 2-1/2 percent per year in the longer term, close to the rate of productivity growth achieved during the 1995 to 2000 period (see, for example, Baily, 2003; Gordon, 2003; and Jorgenson, Ho, and Stiroh, 2004).",2006-08-31
"On the one hand, recent data revisions to the national income and product accounts have shown that productivity growth over the past few years was slightly weaker than we thought, leading some analysts to revise down their estimates of trend productivity growth about 1/4 percentage point or so per year.",2006-08-31
"On the other hand, the fact that productivity growth has remained solid in recent years increases confidence that a larger fraction of those productivity gains reflects longer-term developments and a smaller fraction reflects cyclical factors.",2006-08-31
"On net, the recent experience does not appear to require a significant rethinking of long-term productivity trends.",2006-08-31
"Indeed, recent estimates by leading economists continue to peg the expected longer-term rate of productivity growth at roughly 2-1/2 percent per year.7 Of course, as the saying goes, past returns do not guarantee future results, and not all the evidence supports this optimistic view of productivity trends.",2006-08-31
"For example, although spending on high-tech equipment and software has recovered noticeably from its recent lows, growth in IT spending remains well below the rates observed before the 2001 recession.",2006-08-31
"Some industry participants have suggested that less-rapid growth in IT spending may reflect the absence of major new business applications for IT--""killer apps,"" as they are called.",2006-08-31
"Moreover, until we have a more complete understanding of the factors behind productivity growth in the past five years, we should be cautious in drawing any strong conclusions about the future.",2006-08-31
"These caveats notwithstanding, a case can be made that the strong productivity growth of the post-1995 era is likely to continue for some time.",2006-08-31
"Notably, the price of computing power continues to fall sharply, having declined by nearly half in the five years between 2000 and 2005.",2006-08-31
"Moreover, whatever the pace of future technological progress, further diffusion of already-existing technologies and applications to more firms and industries should continue to increase aggregate productivity for a time.",2006-08-31
"I have focused today on how technological change and investment, both tangible and intangible, promote productivity growth.",2006-08-31
"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit About the Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences Monetary Policy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision & Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions Financial Stability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report Payment Systems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums Economic Research Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S.",2022-09-30
Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers & Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.,2022-09-30
"September 30, 2022 Global Financial Stability Considerations for Monetary Policy in a High-Inflation Environment Vice Chair Lael Brainard At â€œFinancial Stability Considerations for Monetary Policy,â€ a research conference organized by the Board of Governors of the Federal Reserve System and the Federal Reserve Bank of New York, New York, New York Share I want to start by thanking Anna Kovner, Rochelle Edge, and Bill Bassett for organizing this conference.",2022-09-30
"The current global environment highlights the importance of having strong analytic and empirical foundations to understand financial stability considerations for monetary policy, and the research presented today will help strengthen those foundations.1 The global environment of high inflation and rising interest rates highlights the importance of paying attention to financial stability considerations for monetary policy.",2022-09-30
"As monetary policy tightens globally to combat high inflation, it is important to consider how cross-border spillovers and spillbacks might interact with financial vulnerabilities.",2022-09-30
"Inflation is very high in the United States and abroad, and the risk of additional inflationary shocks cannot be ruled out.",2022-09-30
"In August, CPI (consumer price index) inflation on a 12-month basis was 8.3 percent in the United States, 9.9 percent in the United Kingdom, 9.8 percent in Sweden, 9.1 percent in the euro area, 8.7 percent in Mexico, 7.0 percent in Canada, and 5.7 percent in Korea.",2022-09-30
"Central banks facing high inflation are tightening monetary policy rapidly to damp demand and bring it into alignment with supply, which is constrained in a variety of sectors.",2022-09-30
"Russia's war against Ukraine has generated spikes in prices for energy, food, and agricultural inputs.",2022-09-30
"Most recently, inflation in Europe was pushed higher by Russia's cessation of natural gas deliveries through the Nord Stream 1 pipeline, creating hardships for households and risking disruptions for some industries in the affected countries.",2022-09-30
"Separately, weather conditions in several areas, including China, Europe, and the United States, are exacerbating price pressures through disruptions to agriculture, shipping, and utilities.",2022-09-30
Many central banks around the world have pivoted monetary policy strongly in order to maintain anchored expectations and forestall second-round effects from high inflation becoming embedded in wage and price setting.,2022-09-30
"At a global level, monetary policy tightening is also proceeding at a rapid pace by historical standards.",2022-09-30
"While the effect on financial conditions tends to be immediate or even anticipatory, the effects on activity and price setting in different sectors may occur with a lag, with highly interest-sensitive sectors such as housing adjusting quickly and less rate-sensitive sectors such as consumer spending on services adjusting more slowly.",2022-09-30
"U.S. monetary policy tightening reduces U.S. demand for foreign products, thus amplifying the effects of monetary tightening by foreign central banks.",2022-09-30
The same is true in reverse: Tightening in large jurisdictions abroad amplifies U.S. tightening by damping foreign demand for U.S. products.,2022-09-30
"These spillovers across jurisdictions are present for decreases in the size of the central bank balance sheet as well as for increases in the policy rate.3 Some estimates suggest that the spillovers of monetary policy surprises between more tightly linked advanced economies such as the United States and Europe could be about half the size of the own-country effect when measured in terms of relative changes in local currency bond yields.4 In contrast, spillovers through exchange rate channels tend to go in opposite directions.",2022-09-30
"The Federal Reserve's broad nominal U.S. dollar index has appreciated over 10 percent year to date.5 On balance, dollar appreciation tends to reduce import prices in the United States.",2022-09-30
"But in some other jurisdictions, the corresponding currency depreciation may contribute to inflationary pressures and require additional tightening to offset.",2022-09-30
"For instance, in countries where sovereign or corporate debt levels are high, higher interest rates could increase debt-servicing burdens and concerns about debt sustainability, which could be exacerbated by currency depreciation.",2022-09-30
"For some emerging economies, high interest rates in combination with weaker demand in advanced economies could increase capital outflow pressures, particularly commodity importers facing higher commodity prices and weaker exchange rates.",2022-09-30
"Fiscal and monetary policy were both supportive in response to the pandemic, and both were naturally expected to reverse course as the recovery gathered steam.",2022-09-30
But the advent of the war has led to a significant hit to real incomes from large price increases in energy and other commodities in some of the most severely affected economies.,2022-09-30
"A European Central Bank analysis concluded that the release of capital buffers increased headroom for banks relative to not only their regulatory thresholds, but also their internal risk controls, and enabled banks to continue providing credit to households and businesses.6 And of course, monetary policy is focused on restoring price stability in a high-inflation environment.",2022-09-30
"As the program's first research paper illustrates, in circumstances in which macroprudential policy cannot on its own eliminate the amplification of shocks through financial vulnerabilities, in a low-inflation environment, monetary policy has been relatively more accommodative than would be prescribed by a conventional monetary policy rule in order to reduce the likelihood of adverse output and employment outcomes.7 But in a high-inflation environment, monetary policy is restrictive to restore price stability and maintain anchored inflation expectations.",2022-09-30
We engage in frequent and transparent communications with monetary policy officials from other countries about the evolution of the outlook in each economy and the implications for policy.,2022-09-30
"We meet regularly not only with monetary policy officials from different countries, but also with fiscal and financial stability officials in a variety of international settings, which helps us to take into account cross-border spillovers and financial vulnerabilities in our respective forecasts, risk scenarios, and policy deliberations.8 High inflation imposes significant hardships by eroding purchasing power, especially for those households that spend the greatest share of their incomes on essentials like food, housing, and transportation.9 Following a period where a combination of high demand and a lengthy sequence of adverse supply shocks to goods, labor, and commodities drove inflation to multidecade highs, monetary policymakers are taking a risk-management posture to guard against risks of longer-term inflation expectations moving above target, which would make it more difficult to bring inflation down.",2022-09-30
"In the modal outlook, monetary policy tightening to temper demand, in combination with improvements in supply, is expected to reduce demandâ€“supply imbalances and reduce inflation over time.10 The real yield curve is now in solidly positive territory at all but the very shortest maturities, and with the additional tightening and deceleration in inflation that is expected over coming quarters, the entire real curve will soon move into positive territory.",2022-09-30
It will take time for the full effect of tighter financial conditions to work through different sectors and to bring inflation down.,2022-09-30
Monetary policy will need to be restrictive for some time to have confidence that inflation is moving back to target.,2022-09-30
Proceeding deliberately and in a data-dependent manner will enable us to learn how economic activity and inflation are adjusting to the cumulative tightening and to update our assessments of the level of the policy rate that will need to be maintained for some time to bring inflation back to 2 percent.,2022-09-30
"Most obviously, at about 6 percent of gross domestic product, the current account deficit is now larger than it has ever been in our nation's history; that, by itself, attracts attention.",2005-04-20
"Also, because the current account deficit reflects the excess of our country's imports over our exports, the deficit's descent into record territory has helped crystalize fears that the economy is losing competitiveness and that U.S. jobs and incomes are suffering as a result.",2005-04-20
"Finally, the larger the current account deficit becomes, the greater the number of observers who believe that a correction, and one with significant implications for the U.S. economy, is imminent.",2005-04-20
"Although views differ as to when a correction will take place, nearly all agree that the current trajectory of the U.S. current account deficit is unsustainable.",2005-04-20
This consensus reflects the simple logic that the deficit is causing the net indebtedness of the U.S. economy to rise more rapidly than U.S. income.,2005-04-20
"If current account deficits continue to boost the negative international investment position, eventually the cost of servicing that position, which so far has been quite modest, would rise to an unsustainable level.",2005-04-20
"If nearly all observers agree that an adjustment of the U.S. current account deficit is inevitable, few agree on when the adjustment will occur and what will cause it to happen.",2005-04-20
Others place the onus of adjustment on foreign economies to boost lackluster domestic demand and increase their purchases of U.S. exports.,2005-04-20
A large part of the reason that people disagree about what will be needed to bring about current account adjustment is that they disagree about what has led the deficit to become so large in the first place.,2005-04-20
"If one believes that the expansion of the current account deficit has been caused by government policies, such as budget deficits, then it is natural to identify a reversal of those policies as the action that will bring about current account adjustment.",2005-04-20
"Conversely, if the current account deficit primarily reflects developments in the private sector, it is more likely that the marketplace will be the source of subsequent correction.",2005-04-20
"Surprisingly, researchers have made relatively few attempts to assess and compare the full range of explanations that have been proposed for the emergence of the large U.S. external deficit.1 In my remarks today, I would like to survey some of the factors that have been put forward to explain the deficit.",2005-04-20
"The proposed causes of the deficit are by no means mutually exclusive, of course.",2005-04-20
It is possible and even likely that the deficit is the outcome of several different developments.,2005-04-20
"From this perspective, the determinants of the current account balance are roughly the same as the determinants of the trade balance: exchange rates, prices, and incomes at home and abroad.",2005-04-20
"Accordingly, the widening of the U.S. current account deficit is frequently attributed to the strengthening of the dollar since the mid-1990s, which led U.S. imports to be cheaper measured in dollars and U.S. exports to be more expensive in foreign currency.",2005-04-20
"This definition highlights the decline in the ratio of national saving to GDP over the past ten years, even as investment rates have moved up a bit on balance, as the central cause of the widening of the U.S. current account deficit.",2005-04-20
"Finally, because any excess of national spending over income must be financed by foreigners, the current account deficit is equivalent to the net inflow of capital from abroad.",2005-04-20
This approach points to the surge of capital inflows into our economy as the key development underlying the emergence of the large external deficit.,2005-04-20
"These three approaches--the trade balance, the saving-investment balance, and net capital inflows--might, at first blush, appear to attribute the emergence of the large U.S. current account deficit to highly distinct factors.",2005-04-20
"In this example, the fundamental shock causing the current account deficit to widen is the change in investor expectations.",2005-04-20
"The other elements of the story--the inflow of capital, the strengthening of the dollar, and the movements in saving and investment rates--represent diverse aspects of the economy as they respond to that initial shock and lead, ultimately, to the larger deficit.",2005-04-20
"But any compelling explanation of the current account deficit must identify not merely the proximate influences on the deficit--be they exchange rates, capital flows, or aggregate saving and investment--but also the fundamental, underlying sources of the imbalance.",2005-04-20
"Explanations for the Large U.S. Current Account Deficit I would like now to address five different explanations for the large U.S. current account deficit, and even these do not exhaust the possibilities.",2005-04-20
"The first three explanations focus primarily on domestic developments: the fiscal deficit, an autonomous drop-off in private saving rates, and the surge in productivity growth.",2005-04-20
The remaining explanations encompass developments abroad as well: the slowdown in foreign demand and the apparent rise in global financial intermediation.,2005-04-20
"I will not discuss yet another factor that undoubtedly has contributed to the widening of the deficit--the rise in oil prices--but it is worth noting that our oil import bill has risen by about $110 billion, from $68 billion in 1999 to $180 billion in 2004, and most of this increase reflects higher oil prices.",2005-04-20
"Expansion of the fiscal deficit The view that the current account deficit arises from the widening U.S. budget deficit has received considerable attention of late and recalls the discussion of the mid-1980s, when the simultaneous emergence of fiscal and current account deficits in the United States gave rise to the ""twin deficits"" hypothesis.",2005-04-20
"Since the expansion of the fiscal deficit lowered public saving, the story runs, it must have lowered national saving and thus widened the current account balance to a similar extent.",2005-04-20
"In the more sophisticated version of the story, a larger fiscal deficit boosts domestic demand, pushing up domestic interest rates relative to foreign rates; this, in turn, attracts investors and raises the value of the dollar, thereby leading to a larger current account deficit.",2005-04-20
"In theory, the fiscal explanation of the current account deficit is entirely plausible.",2005-04-20
"Most notably, the fiscal factor cannot explain the widening of the trade deficit in the late 1990s, when the U.S. budget moved into surplus.",2005-04-20
"At the international level, countries such as Japan and Germany are running large current account surpluses even as their budget balances are substantially in deficit.",2005-04-20
"More generally, research into the determinants of current account balances has produced only mixed support for the linkage between fiscal and current account deficits.2 Why don't the reductions in public saving associated with widening fiscal deficits lead more consistently to higher current account deficits?",2005-04-20
"Most likely, larger budget deficits increase the government's draw on available credit and dampen private consumption and investment spending, thereby limiting the deterioration of the current account.",2005-04-20
"Accordingly, the effect on the trade deficit is estimated to have been fairly small.3 Rather than crowding out net exports, fiscal expansion appears to have primarily crowded out private investment and consumption.4 In sum, the recent experience both of the United States and of other countries, as well as the results of model simulations, lead me to conclude that the budget deficit has probably been only a small factor in the emergence of the large U.S. external imbalance.",2005-04-20
"Of course, even if it does not narrow the current account deficit by much, reducing the budget deficit would be highly desirable for other reasons: It would free up resources for private investment, and it would reduce the burden on future taxpayers of repaying the federal debt.",2005-04-20
"Decline in the private saving rate For observers who view the large current account deficit as an example of the profligacy of Americans, the sharp decline in private saving rates looms as large in their thinking as the sharp rise in the budget deficit.",2005-04-20
"On one hand, the decline in private saving could reflect a response to other developments in the economy--for example, a rise in the value of equity holdings and housing wealth, increases in expected future income, or declines in interest rates--and thus might not represent a fundamental cause of the U.S. current account deficit.",2005-04-20
The reason is virtually the same as in the case of a rise in fiscal deficits.,2005-04-20
"According to our simulation, high private consumption boosts GDP growth and--all else equal--forces up interest rates; although the rise in interest rates strengthens the dollar, it leads to much lower investment spending.",2005-04-20
"I should note, however, that just as a decline in the budget deficit is desirable even if it would not substantially reduce the trade deficit, a rise in private saving rates also would be helpful because it would strengthen private balance sheets and provide additional resources for investment and growth.",2005-04-20
"Productivity growth In both the fiscal story and the private-saving story, the large U.S. current account deficit implicitly is the outcome of a rise in consumption relative to income.",2005-04-20
"The third story I'd like to discuss highlights a more impressive achievement of the U.S. economy, the surge in labor productivity growth from about 1-1/2 percent annually in the two decades preceding 1995 to roughly 3 percent in the period since then.",2005-04-20
"First, higher productivity growth boosted perceived rates of return on U.S. investments, thereby generating capital inflows that boosted the dollar.",2005-04-20
"Finally, expectations of higher returns boosted equity prices, household wealth, and perceived long-run income, and so consumption rose and saving rates declined.",2005-04-20
"Under this explanation, all of these factors helped to widen the current account deficit.",2005-04-20
It links two key economic developments of the past decade: the rise in productivity growth and the widening of the current account deficit.,2005-04-20
"It also helps to explain several other important developments, including the fall in U.S. saving rates and the 1990s boom in asset prices.",2005-04-20
"In fact, a simulation of our macroeconomic model shown in figure 3 suggests that the surge in productivity growth, while hardly explaining all of the deterioration in the trade balance since the mid-1990s, accounts for more of that deterioration than do the public and private saving shocks combined.",2005-04-20
"Moreover, the effect of higher productivity growth on the trade balance could have been even larger than the simulation indicates because it likely worked through several channels that the model does not incorporate.",2005-04-20
"The simulation does not fully take into account the rise in stock prices and household wealth--and hence, consumption--that would have been spurred by expectations of higher productivity growth.",2005-04-20
"Also, because the simulation does not fully account for the effect of enhanced perceptions of equity returns on exchange rates, it does not produce the rise in the dollar that, in all likelihood, resulted from the productivity surge.",2005-04-20
Slump in foreign domestic demand I would like to turn now to developments at the global level that may have helped to widen the U.S. current account deficit.,2005-04-20
Domestic demand growth has slumped in many foreign economies because of varying combinations of an increase in saving rates and a decline in investment.,2005-04-20
"This weakening of foreign spending has enhanced the supply of capital available to the United States, put downward pressure on U.S. interest rates, and put upward pressure on the dollar.",2005-04-20
"As I said before, I like the U.S. productivity surge story and find it compelling.",2005-04-20
"However, I also like the foreign demand slump story, and I find it compelling.",2005-04-20
Some of the largest industrial economies in the world--Japan and the euro area--have been running current account surpluses while experiencing very subdued growth.,2005-04-20
"In the developing world, the East Asian economies that went through financial crises in the late 1990s have seen a plunge in their investment rates even as their saving rates have remained extremely high; the weakness in domestic demand has likely motivated the authorities in these countries to keep their exchange rates competitive to promote export-led growth, a strategy that has also contributed to the U.S. external deficit.5 More generally, since 1999, the developing countries as a whole have been running current account surpluses--with the industrial countries, mainly the United States, necessarily running current account deficits--for the first time in many years.",2005-04-20
"Additionally, by depressing perceived rates of return abroad, the weakness in foreign demand explains a considerable portion of the run-up in the dollar, as shown in figure 4.",2005-04-20
"Finally, weaker U.S. net exports reduce overall U.S. activity and depress interest rates a bit, thus raising domestic consumption and investment spending.",2005-04-20
"Taken together, these factors contribute importantly to the widening of the trade deficit since the mid-1990s.",2005-04-20
Improvements in global financial intermediation Another global factor that has been cited as contributing to the widening of the U.S. current account deficit has been an increase in global financial intermediation.,2005-04-20
"This hypothesis is supported by the reduced correlation of national saving and investment rates in recent years, which implies that savings increasingly are being used to finance investment in other countries.6 Of course, an increased capacity of global financial markets to finance current account deficits does not, by itself, mean that it is the United States that would tap this enlarged capacity.",2005-04-20
"So, how much of the enlargement of the U.S. current account deficit can we attribute to improved international intermediation?",2005-04-20
"As a step in this direction, however, we reasoned that any reduction in home bias by foreign investors toward the United States would show up as a decline in the risk premium these investors demand for holding U.S. assets.",2005-04-20
"This decline in the risk premium, in turn, would lead to a greater demand for U.S. assets and a rise in the dollar.",2005-04-20
"Based on an estimate of the decline in the risk premium that occurred since the mid-1990s, our macroeconomic model suggests, as shown in figure 5, that the decline contributed importantly to the rise in the dollar, and, therefore, to the widening of the trade deficit.",2005-04-20
"Putting It All Together I would now like to step back and consider the relative contributions to the trade deficit of each of the explanations I have discussed, as shown in figure 6.7 To the extent that the contributions of these shocks are reasonably well measured by the macroeconomic model simulations, the most important message I draw from them is that no single factor constitutes a dominant explanation of the deterioration in the U.S. current account balance.",2005-04-20
"That said, our model accords the greatest roles to increased productivity growth, which has made the United States a magnet for foreign saving, and to the slump in foreign domestic demand, which has led to an excess of saving in those economies.",2005-04-20
"The narrowing of the risk premium on dollar assets appears to explain a bit less of the widening of the trade deficit, with the loosening of fiscal policy and reduction of private saving making still-smaller contributions.",2005-04-20
"Attributing the historically unprecedented widening of the trade deficit, as well as the similarly unprecedented rise in our international indebtedness, to the coincidence of many random and unrelated developments would not make for a very satisfying story.",2005-04-20
"However, my sense is that many of the developments that contributed to the U.S. trade deficit are not unrelated and may be part of a broader evolution of the global economy.",2005-04-20
"Improvements in financial markets, both at home and abroad, may have amplified the effects on the U.S. current account of other developments I have discussed, including the U.S. productivity surge and the perceived weakening of foreign investment opportunities.",2005-04-20
It is even possible that the expansion of the U.S. budget deficit would have been smaller had policymakers perceived global financial markets to be less willing to finance the gap.,2005-04-20
The view that the current account deficit stems from economic developments that are varied and yet intertwined has important implications for how the deficit will be corrected.,2005-04-20
